Ⅰ型超敏反应性疾病,休克
Ⅰ型免疫母细胞性淋巴腺病,阴茎和阴囊水肿
Ⅲ型超敏反应性疾病,休克
Ⅳ型肾小管性酸中毒,高血压
c胰岛功能性β细胞瘤,肥胖
Friedreich共济失调症,营养不良
Goodpasture综合征,高血压
H7n7,休克
Pick病和额颞痴呆,日常生活能力减退和行为异常
Pick病和额颞痴呆,认知功能障碍
Reiter综合征,阴茎表浅性溃疡
Stargardt病,抑郁症
Stargardt病,失眠
X联锁鱼鳞病,隐睾
阿尔茨海默病,抑郁症
阿米巴肠病,脓液为巧克力色或查到阿米巴原虫
阿米巴结肠炎,脓液为巧克力色或查到阿米巴原虫
阿米巴性阴道炎,休克
阿片类药物中毒,休克
阿片中毒,休克
阿司匹林诱发哮喘,休克
阿斯伯格综合症,抑郁症
阿斯伯格综合症,依赖公式化
阿斯伯格综合症,行为动作幼稚愚蠢
阿斯伯格综合症,情感淡漠
阿斯匹林不耐受三联症,休克
癌症伴发的精神障碍,抑郁症
癌症伴发的精神障碍,情绪性癌症
安卡性肾炎,高血压
巴德-吉亚利综合征,休克
包茎,阴茎疼痛
包皮龟头炎,龟头出血
包皮龟头炎,龟头异味
包皮龟头炎,龟头红斑
包皮龟头炎,龟头潮红
包皮龟头炎,龟头疼
包皮龟头炎,龟头发黑
包皮龟头炎,包皮过长
包皮龟头炎,包皮上有小红点
包皮龟头炎,龟头红肿
包皮龟头炎,包皮上有水泡
包皮龟头炎,包皮内有白色分泌物
包皮龟头炎,包皮发白
包皮龟头炎,包皮上有小白点
包皮龟头炎,包皮疼痛
包皮过长,龟头异味
包皮过长,龟头红斑
包皮过长,龟头发黑
包皮过长,包皮内有白色分泌物
包皮过长,包皮开裂
包皮过长,龟头珍珠疹
包皮过长,包皮红肿
包皮过长,包皮上有小白点
包皮过长,包皮疼痛
包皮炎,包皮痒
包皮炎,包皮过长
包皮炎,包皮上有小红点
包皮炎,包皮内有白色分泌物
包皮炎,包皮发白
包皮炎,包皮开裂
包皮炎,包皮红肿
包皮炎,包皮上有小白点
包皮炎,包皮疼痛
包皮炎,勃起时间短
包皮炎,阴茎龟头橡皮肿
包皮阴茎头炎,阴茎勃起不硬
包皮阴茎头炎,包皮过长
包皮阴茎头炎,包皮发白
包皮阴茎头炎,阴茎萎缩
包皮阴茎头炎,阴茎瘙痒
薄肾小球基底膜病,高血压
暴痢,脱水
鼻出血,挖鼻孔
鼻骨骨折,休克
吡唑酮类中毒,高血压
闭经性头痛,高血压
扁桃体结石,言语凌乱
变形杆菌食物中毒,休克
变形杆菌食物中毒,脱水
宾斯旺格病,高血压
病毒性出血热,休克
病态窦房结综合征,休克
勃起功能障碍,阴茎硬结
勃起功能障碍,阴茎异常
勃起功能障碍,阴茎损伤
勃起功能障碍,阴茎短
勃起功能障碍,痛性阴茎勃起
不安腿综合征,睡眠障碍
不安腿综合征,失眠
不动杆菌感染,前列腺肥大
不射精症,抑郁症
不射精症,遗精
不孕不育,血精
不孕不育,输精管堵塞
步态异常,醉酒
步态异常,癔症步态
苍耳中毒,休克
产后三冲,顽固性呃逆
产后抑郁症,镇静药中毒
产后抑郁症,愉快感缺乏
产后抑郁症,抑郁症
产后抑郁症,心境不良
产后抑郁症,心理年龄大于生理年龄
产后抑郁症,神经症性抑郁
产科播散性血管内凝血,休克
产气杆菌肠炎,休克
产褥中暑,中暑
颤证,言语中断
肠道菌群失调症,营养不良
肠毒性大肠埃希杆菌感染,脱水
肠结,休克
肠瘘,营养不良
肠侵袭性大肠埃希杆菌感染,营养不良
肠伤寒穿孔,休克
肠套叠,脱水
肠胃炎,脱肛
肠系膜淋巴结结核,淋巴结结核
肠系膜上动脉栓塞,休克
肠系膜上动脉血栓形成,休克
肠系膜上动脉压迫综合征,营养不良
成骨不全,儿童反复骨折
成人腹股沟斜疝,无痛性阴囊内肿块
痴呆,抑郁症
痴呆,日常生活能力减退和行为异常
痴呆,认知功能障碍
痴呆综合征,营养不良
迟发性皮肤卟啉病,营养不良
迟发性外伤性脑内血肿,营养不良
赤膜下垂,眼神异常
冲动型人格障碍,抑郁症
抽动秽语综合征,强迫症
抽动秽语综合征,喃喃重复自语
抽动障碍,学习障碍
抽动障碍,强迫症
抽动障碍,强迫行为
抽动障碍,喃喃重复自语
抽动障碍,模仿言语
臭汗恐惧症,抑郁症
出血性疾病,休克
出血性脑梗死,抑郁症
出血性脑梗死,颅内出血
出血性膀胱炎,休克
传导性耳鸣,失眠
创伤后应激障碍,心理麻木
创伤后应激障碍,情感麻痹
创伤后应激障碍,难入睡或易惊醒
创伤性鼻出血,休克
创伤性血胸,休克
垂体危象与垂体卒中,中枢神经抑制药诱发昏迷
垂体危象与垂体卒中,水中毒
垂体危象与垂体卒中,失钠性昏迷
痤疮,头皮松垂
大肠埃希杆菌性胃肠炎,脱水
大肠湿热,痢疾
大楼病综合征,抑郁症
大脑萎缩,行为及情绪异常
大疱性表皮松解,营养不良
代谢性碱中毒,舞蹈样手足徐动
单纯肾异位,隐睾
单纯性肾囊肿,高血压
单次发作抑郁症,性欲减退
单发脑梗死性痴呆,抑郁症
胆碱能性荨麻疹,休克
胆源性急性胰腺炎,休克
胆汁性腹膜炎,休克
弹性假黄瘤,高血压
蛋白丢失性胃肠病,维生素缺乏
等渗性脱水,液体平衡失调
等渗性脱水,休克
低钙血症和低镁血症,容易激动
低渗性脱水,液体平衡失调
低渗性脱水,休克
低血容量性休克,重力休克
低血容量性休克,休克
低血糖,休克
低血糖,神经质性格
低血压,晕血
滴虫性包皮龟头炎,包皮上有水泡
骶骨骨折,休克
第三脑室肿瘤,性欲减退
颠茄碱类植物药物中毒,药物中毒
癫病,言语凌乱
癫病,失眠
癫狂病,自杀行为
癫狂病,心境高涨
癫痫,阵发性痴笑
癫痫,言语自动症
癫痫,腿脚抽筋
癫痫,模仿性自动症
癫痫伴发的精神障碍,阵发性痴笑
癫痫伴发的精神障碍,躯体性疾病所致的精神障碍
癫痫持续状态,镇静药中毒
癫痫发作与癫痫综合征,言语自动症
癫痫性精神障碍,走动性自动症
癫痫性精神障碍,阵发性痴笑
癫痫性精神障碍,燥狂相
癫痫性精神障碍,思维解体
典型预激综合征,休克
电击伤,休克
电击伤,皮肤血管收缩呈网状图案
电脑病,网络依赖
电脑病,失眠
电烧伤,休克
冻伤,休克
毒蛇咬伤,休克
毒瘾,信息成瘾
短肠综合征,营养不良
短暂性大脑缺血性发作,高血压
短暂性脑缺血发作,高血压
钝挫伤,眼球斑点
多动症,注意力缺乏多动症
多动症,情绪起伏大
多发脑梗死性痴呆,抑郁症
多发性斑状色素沉着症,抑郁症
多发性内分泌腺瘤Ⅱ型,高血压
多发性消化道息肉综合征,维生素缺乏
多汗症,情绪性多汗症
多囊卵巢综合征,高血压
多系统萎缩,抑郁症
多种抽动综合征,强迫症
鹅口疮,脱水
额颞痴呆,抑郁症
呃逆症,顽固性呃逆
恶性高血压性小动脉性肾硬化,高血压
恶性脑膜瘤,颅内出血
恶性葡萄胎,休克
儿童抽动障碍,抑郁症
儿童抽动障碍,学习困难
儿童抽动障碍,强迫症
儿童分离性焦虑障碍,注意力缺乏多动症
儿童分离性焦虑障碍,情感淡漠
儿童腹痛,休克
儿童腹痛,情绪性腹痛
儿童焦虑症,抑郁症
儿童焦虑症,学习障碍
儿童精神分裂症,色情行为
儿童恐惧症,社交恐惧
儿童口吃,睡眠障碍
儿童期精神障碍及精神发育迟缓,心理年龄小于生理年龄
儿童期情绪障碍,秋季狂躁症
儿童期情绪障碍,情绪低落
儿童期情绪障碍,强迫观念
儿童社交恐惧症,社交恐惧
儿童睡眠障碍,浅眠
儿童睡眠障碍,梦行症
儿童睡眠障碍,梦游症
儿童学习能力障碍,学习障碍
耳聋,音调韵律的异常
耳聋,类偏狂
耳石症,高血压
二糖酶缺乏症,蔗糖-异麦芽糖吸收不良
发作性睡病,睡行症
发作性睡病,睡瘫症
乏特壶腹周围癌,休克
反流性肾病,高血压
反社会人格障碍,行为无计划性
反社会人格障碍,无羞惭感
反社会人格障碍(病态人格),行为无计划性
反社会人格障碍(病态人格),无羞惭感
反社会人格障碍(病态人格),品行障碍
反应性精神病,自杀行为
反应性精神病,心理老化
反应性精神病,思维控制异常
反应性精神病,类偏狂
房事两感症,阴茎疼痛
房事头疼症,高血压
非典,休克
非霍乱弧菌感染,休克
非淋性前列腺炎,射精疼
非淋性前列腺炎,前列腺素合成减少
非淋性前列腺炎,男子性功能障碍
非器质性冷阴,心理性性功能障碍
非器质性性欲减退,抑郁症
非器质性性欲减退,性欲减退
非器质性性欲减退,心理性性功能障碍
非梭状芽胞杆菌肌坏死,坏疽
非细菌性前列腺炎,前列腺素合成减少
非细菌性前列腺炎,前列腺钙化
非依赖性物质伴发依赖,营养不良
非依赖性物质伴发依赖,网络综合症
非依赖性物质伴发依赖,网络依赖
非依赖性物质伴发依赖,手机依赖症
非依赖性物质伴发依赖,情感依赖
非甾体类抗炎药物性肾病,高血压
非洲锥虫病,营养不良
肥大细胞白血病,休克
肥胖性生殖无能综合征,脂肪过多
肥胖性生殖无能综合征,重度肥胖
肥胖性心肌病,高血压
肥胖症,情绪性进食
肥胖症,皮下脂肪增多
肺爆震伤,休克
肺出血－肾炎综合征,高血压
肺功能衰竭,休克
痱子,小儿湿疹
分裂情感性精神病,抑郁症
分裂情感性精神病,内容难以听清的自言自语
分裂情感性障碍,心境高涨
分水岭区脑梗死,高血压
粉碎性骨折,休克
粪类圆线虫病,脱水
福尔马林中毒,休克
妇女雄激素源性秃发,高血压
附睾炎,阴囊肿大
附睾炎,阴囊坠胀痛
附睾炎,输精管变粗
副溶血孤菌肠炎,脱水
副溶血性弧菌食物中毒,休克
副溶血性弧菌食物中毒,脱水
腹壁坏死性筋膜炎,坏疽
腹股沟斜疝,休克
腹膜后间隙出血,休克
腹膜后纤维化,高血压
腹膜后血肿,休克
腹膜炎,脱水
腹内疝,休克
腹腔干动脉瘤,休克
腹痛,休克
腹泻,营养不良
腹型癫痫综合征,模仿性自动症
腹卒中综合征,高血压
腹卒中综合征,休克
肝豆状核变性伴发的精神障碍,喜怒无常
肝豆状核变性伴发的精神障碍,强制性哭笑
肝海绵状血管瘤,休克
肝火眩晕,高血压
肝结核,休克
肝内胆管结石,营养不良
肝破裂,休克
肝气不舒,抑郁症
肝损伤,休克
肝外胆管损伤,休克
肝瘟,神志不清
肝性脊髓病,休克
肝炎病毒相关风湿病,乙肝e抗体（抗HBe）阳性
肝硬化,休克
肝硬化,内毒素血症
肝脏外伤,休克
感染性疾病所致贫血,休克
感应性妄想性障碍,休克
橄榄体脑桥小脑萎缩,思维缓慢
干呕,厌食
肛门闭锁,易哭
高钙血症,木僵
高钙血症肾病,木僵
高睾酮血症,肥胖
高胡萝卜素血症,抑郁症
高泌乳素血症,性欲减退
高钠血症,休克
高钠血症,脱水
高尿酸血症肾病,高血压
高渗性非酮症高血糖昏迷,休克
高渗性非酮症高血糖昏迷,脱水
高渗性脱水,液体平衡失调
高渗性脱水,休克
高温引起的溶血性贫血,高血压
高温引起的溶血性贫血,休克
高血压病伴发的精神障碍,缺乏自控能力
高血压病伴发的精神障碍,认知功能损害
高血压病伴发的精神障碍,强制性哭笑
高血压脑病,高血压
高血压脑出血,休克
高血压脑出血,深昏迷
高血压性脑出血,高血压
高血脂,重度肥胖
高眼压症,失眠
高胰岛素血症,高血压
高原脑水肿,意识丧失
高原适应不全症,高血压
高原性心脏病,高血压
高脂血症,肥胖
高致病性禽流感病毒感染,休克
睾丸癌,阴囊肿大
睾丸畸形,睾丸下垂
睾丸畸形,无睾丸
睾丸囊肿,睾丸下垂
睾丸囊肿,阴囊肿胀
睾丸囊肿,阴囊下坠
睾丸囊肿,阴囊水肿
睾丸扭转,睾丸静脉曲张
睾丸扭转,睾丸下垂
睾丸扭转,阴囊坠胀痛
睾丸女性化,女性性器官反应缺乏
睾丸女性化,盲袋阴道
睾丸损伤,睾丸静脉曲张
睾丸损伤,阴囊肿胀
睾丸下降不全,睾丸一大一小
睾丸下降不全,无睾丸
睾丸炎,睾丸静脉曲张
睾丸炎,睾丸下垂
睾丸炎,睾丸一大一小
睾丸炎,腮腺肿大
咯血,休克
格林－巴利综合征,抑郁症
膈肌膨出,顽固性呃逆
膈疝,休克
庚型病毒性肝炎,乙肝e抗体（抗HBe）阳性
梗阻性肾病,高血压
梗阻性肾病,前列腺肥大
更年期角化症,高血压
更年期综合征,高血压
更年期综合征,抑郁症
更年期综合征,容易发生强迫性症状或疑病观念
更年期综合征,情感倒错
更年期综合征,迫害妄想
更年期综合征,强迫观念
工业毒物中毒性周围神经病,有机磷中毒
工业中毒所致的精神障碍,睡眠障碍
弓形体脑病,先天性弓形体
功能性下丘脑性闭经,营养不良
功能性消化不良,情志内伤
宫颈妊娠,休克
宫外孕,休克
钩虫病,痰检或可找到丝状蚴
钩端螺旋体病,神志不清
钩端螺旋体病,轻度痛
孤独症,自我残伤行为
股骨颈骨折,休克
骨癌,脱水
骨筋膜室综合症,休克
骨淋巴管瘤,皮下脂肪增多
骨囊肿,儿童反复骨折
骨肉瘤,儿童反复骨折
骨损伤,休克
骨蒸,营养不良
骨质软化症与佝偻病,维生素D缺乏
骨质疏松,腓肠肌痉挛性疼痛
冠心病,神经官能症状
广泛性焦虑障碍,注意力不集中
广泛性焦虑障碍,抑郁
广泛性焦虑障碍,抑郁症
广泛性焦虑障碍,强迫症
龟头癌,包皮开裂
龟头珍珠疹,龟头红点
过劳死,注意力不集中
过敏性皮炎,小儿湿疹
过敏性紫癜肾炎,高血压
海洛因肾脏病,药物依赖
鼾症,高血压
含亚硝酸盐类植物性食物中毒,休克
寒痹,高血压
寒冷性脂膜炎,休克
寒湿泄泻,脱水
汉坦病毒肺综合征,休克
行经泄泻,痢疾样大便
褐黄病性关节炎,前列腺结石
亨廷顿病,舞蹈样不自主运动
红斑性肢痛症,高血压
喉部创伤,休克
喉水肿,休克
后壁穿孔性溃疡,休克
后尿道瓣膜,隐睾
呼吸肌疲劳症,情绪性疲劳
呼吸衰竭,休克
呼吸系统疾病伴发的精神障碍,休克
狐臭,抑郁症
化学烧伤,磷烧伤合并中毒
化学性眼外伤,营养障碍
坏死性肠炎,休克
坏死性筋膜炎,休克
黄热病,休克
黄色肉芽肿性肾盂肾炎,高血压
灰指甲,指甲里有黑线
灰指甲,指甲易碎
回归热,神志不清
蛔虫病,失眠
蛔虫性肠梗阻,眼球斑点
会厌囊肿,休克
会厌炎,呛奶
昏迷,中度昏迷
昏迷,深昏迷
混合型脑瘫,日常生活能力减退和行为异常
混合性厌氧菌感染,休克
火激红斑,抑郁症
火器性颅脑损伤,休克
获得性免疫缺陷综合征,抑郁
获得性视网膜大动脉瘤,高血压
获得性维生素K依赖性凝血因子异常,类戒断反应
获得性循环抗凝物质增多症,颅内出血
霍乱,水泻伴低血钾
霍乱样综合征,水泻伴低血钾
肌萎缩侧索硬化症,手臂肌肉萎缩
基底核钙化症,躁狂
基底核钙化症,强迫行为
畸形性骨炎,抑郁症
激素依赖性皮炎,高血压
吉兰-巴雷综合征,高血压
急腹症,休克
急进性肾小球肾炎,高血压
急淋,前列腺分泌物含有许多脓缩细胞
急性肠系膜上动脉栓塞或血栓形成,休克
急性出血坏死型胰腺炎,休克
急性出血性坏死性肠炎,休克
急性出血性坏死性小肠炎,休克
急性单纯性胃炎,休克
急性胆管炎,休克
急性胆囊炎,营养不良
急性肺炎,休克
急性肺源性心脏病,休克
急性蜂窝织炎,休克
急性高原病,频繁性惊醒
急性梗阻性化脓性胆管炎,内毒素血症
急性冠脉综合征,休克
急性化脓性腮腺炎,腮腺肿大
急性间歇性卟啉病,抑郁症
急性间歇性卟啉病,脱水
急性间歇性卟啉病,容易激动
急性减压性骨坏死,休克
急性结肠假性梗阻综合征,营养不良
急性卵巢、输卵管自身扭转,休克
急性弥漫性腹膜炎,休克
急性脑内血肿,营养不良
急性脑血管病,言语紊乱
急性尿道炎,小便恐惧
急性全自主神经失调症,营养不良
急性腮腺炎性睾丸炎,一侧阴囊内逐渐增大的无痛性肿块
急性腮腺炎性睾丸炎,腮腺肿胀
急性肾功能不全,高血压
急性肾功能衰竭,高血压
急性肾功能衰竭,脱水
急性肾小管坏死,高血压
急性肾小球肾炎,高血压
急性肾炎,高血压
急性肾炎综合征,高血压
急性肾盂肾炎,休克
急性失血所致贫血,休克
急性失血所致贫血,失血过多后贫血
急性妄想发作,抑郁
急性妄想发作,人格解体
急性胃肠炎,脱水
急性胃炎,脱水
急性胃粘膜病变,休克
急性细菌性前列腺炎,前列腺素合成减少
急性细支气管炎,脱水
急性荨麻疹,休克
急性胰腺炎,休克
急性硬脑膜外血肿,营养不良
急性硬脑膜下血肿,营养不良
急性硬脑膜下血肿,深昏迷
急性右侧心力衰竭,休克
急性杂合性白血病,颅内出血
急性早幼粒细胞白血病,休克
急性中毒性脑炎,言语紊乱
疾病恐怖,强迫恐怖症
疾病恐怖,麻风恐怖
疾病恐怖,梅毒恐怖
集聚肠杆菌感染,休克
脊膜瘤,脱水
脊膜膨出与脊膜脊髓膨出,脱水
脊髓灰质炎,高血压
脊髓灰质炎,休克
脊髓前动脉综合征,营养障碍
脊髓神经鞘瘤,脱水
脊髓小脑性共济失调,营养不良
脊柱结核,椎体结核
脊椎病,高血压
记忆障碍,抑郁症
记忆障碍,能力减退感
继发性白血病,休克
继发性腹膜炎,休克
继发性腹膜炎,脱水
继发性化脓性腹膜炎,休克
继发性纵隔感染,休克
家族性结肠息肉,休克
家族性进行性色素沉着,抑郁症
家族性抗维生素D佝偻病,维生素D缺乏
家族性载脂蛋白B100缺陷症,高血压
甲沟炎,指甲与肉分离
甲亢,微量元素缺少
甲亢,容易激动
甲状旁腺功能亢进性心肌病,高血压
甲状旁腺功能异常伴发的精神障碍,注意力不集中
甲状旁腺功能异常伴发的精神障碍,易哭
甲状腺功能减退,情感淡漠
甲状腺功能减退伴发的精神障碍,无目的咀嚼舐唇
甲状腺功能减退症,情感淡漠
甲状腺功能亢进伴发的精神障碍,抑郁
甲状腺功能亢进伴发的精神障碍,性欲减退
甲状腺功能亢进伴发的精神障碍,食欲异常
甲状腺功能亢进伴发的精神障碍,失眠
甲状腺功能亢进症的肾损害,易激动
甲状腺功能亢进症的肾损害,脱水
甲状腺功能异常伴发的精神障碍,易哭
甲状腺功能异常伴发的精神障碍,木僵
甲状腺功能正常的甲状腺肿大,眼睑松弛和上唇增厚
贾第虫病,营养不良
假单胞菌感染,休克
假膜性肠炎,休克
假膜性肠炎,脱水
假性肠梗阻,营养不良
假性动脉瘤,高血压
假性高血压,高血压
间接型颈动脉海绵窦瘘,颅内出血
间质性肺炎,摸空症
间质性肾炎,高血压
腱鞘炎,手疼
僵人综合征,抑郁症
交感神经链综合征,胸口紧绷
胶质母细胞瘤,颅内出血
焦磷酸钙沉积病,高血压
焦虑症,抑郁症
焦虑症,严重情绪障碍
焦虑症,失眠
焦虑症,神经质性格
焦虑症,情绪性失眠
脚气,湿性脚气
脚气病,维生素B1缺乏
脚气病,湿脚气
脚气病,湿性脚气
脚气病性心脏病,湿性脚气
脚癣,湿脚气
洁癖,抑郁症
洁癖,强迫性神经官能症
结肠粪性穿孔,休克
结肠类癌,营养不良
结肠类癌,休克
结肠瘘,营养不良
结肠平滑肌瘤,休克
结肠血管畸形,休克
结肠血管扩张症,休克
结肠直肠损伤,休克
结节病,腮腺肿大
结节性多动脉炎性巩膜炎,高血压
结节性甲状腺肿,易激动
结节性硬化病,失眠
戒酒综合征,嗜酒性幻觉性精神错乱
戒酒综合征,嗜酒
金疮,休克
金黄色葡萄球菌性肠炎,休克
金黄色葡萄球菌性肠炎,脱水
筋痿,男子性功能障碍
紧张性头痛,失眠
紧张性头痛,情绪性头痛
进行性肥厚性间质性神经炎,吟诗样语言
进行性肥厚性间质性神经炎,意向性震颤
进行性核上性麻痹,模仿言语
进行性脊肌萎缩症,手臂肌肉萎缩
进行性面偏侧萎缩症,皮下脂肪萎缩
进行性延髓麻痹,营养不良
进行性脂肪营养不良,营养不良
进行性脂肪营养不良,全身消瘦型
进食障碍,抑郁症
进食障碍,贪食
近视,营养不良
浸淫疮,阴囊肿胀
噤口痢,痢疾
茎突综合征,失眠
经行舌麻,维生素缺乏
经行头痛,情绪性头痛
经前期综合征,抑郁症
惊恐症,抑郁症
惊恐症,无用感
惊恐症,强迫恐怖症
精囊恶性肿瘤,血精
精囊结石,血精
精囊结石,射精疼
精囊囊肿,血精
精囊炎,阴囊潮湿
精神病,阵发性狂笑
精神病,抑郁症
精神病,言语凌乱
精神病,行为及情绪异常
精神病,神经质性格
精神发育迟缓,心理年龄小于生理年龄
精神发育迟缓,心理麻木
精神发育迟缓,头发淡黄色
精神发育迟缓,思维解体
精神发育迟缓,恋爱挫折综合征
精神发育迟滞,心理年龄小于生理年龄
精神分裂症,精神紧张
精神分裂症,阵发性狂笑
精神分裂症,疑病症
精神分裂症,言语自动症
精神分裂症,心理老化
精神分裂症,未分化躯体形式障碍
精神分裂症,无目的咀嚼舐唇
精神分裂症,违拗症
精神分裂症,思维黏滞
精神分裂症,思维控制异常
精神分裂症,色情行为
精神分裂症,缺乏自控能力
精神分裂症,容易发生强迫性症状或疑病观念
精神分裂症,情感倒错
精神分裂症,情感淡漠
精神分裂症,内向性思维
精神分裂症,内容难以听清的自言自语
精神分裂症,模仿言语
精神分裂症,恋尸型性变态
精神活性物质所致精神障碍,药物依赖
精神活性物质所致精神障碍,色情行为
精神活性物质所致精神障碍,人格改变
精神活性物质所致精神障碍,情感麻痹
精神活性物质所致精神障碍,赔偿神经症
精神活性物质所致精神障碍,恋爱挫折综合征
精神活性物质所致精神障碍,梦幻觉
精神障碍,精神紧张
精神障碍,咬指甲
精神障碍,偏执状态
精神障碍,偏执性妄想
精神障碍,赔偿神经症
精索恶性肿瘤,阴囊肿大
精索恶性肿瘤,无痛性阴囊内肿块
精瘀证,输精管疼痛
精瘀证,输精管堵塞
精瘀证,劳累后遗精
精子畸形,男子性功能障碍
颈部开放性损伤,休克
颈部囊状淋巴管瘤,气管受压
颈动脉海绵窦瘘,颅内出血
颈动脉狭窄,失眠
颈椎病,高血压
颈椎后纵韧带骨化症,脱水
痉挛性肠梗阻,休克
痉挛性斜颈,抑郁症
久泄,营养不良
酒精所致精神障碍,狂笑
酒精性肝病,营养不良
酒精性脑萎缩,嗜酒
酒精性弱视,嗜酒性幻觉性精神错乱
酒精性心肌病,营养不良
酒精性心肌病,嗜酒
酒精中毒性肌病,休克
酒精中毒性精神障碍,营养不良
酒精中毒性精神障碍,情感倒错
酒精中毒性神经疾病,高血压
酒中毒性痴呆,高血压
酒中毒性痴呆,嗜酒
酒中毒性小脑变性,高血压
酒中毒性小脑变性,意向性震颤
酒中毒性小脑变性,嗜酒性幻觉性精神错乱
酒中毒性周围神经病,失眠
局部麻醉药中毒,脱水
局部麻醉药中毒,麻醉药中毒
局灶性节段性肾小球硬化,营养不良
巨大胎儿,颅内出血
巨膀胱-小结肠-肠蠕动不良综合征,营养不良
巨人症与肢端肥大症,性欲亢进
巨细胞动脉炎,失眠
巨细胞动脉炎性巩膜炎,失眠
绝经,情绪起伏大
绝经后卵巢恶性肿瘤,休克
绝经后子宫颈癌,休克
绝经期关节炎,高血压
绝经期关节炎,喜怒无常
绝经期关节炎,失眠
绝经与阿尔茨海默病综合征,贪食
绝经与心血管疾病,高血压
绝经与抑郁症,抑郁症
绝经与抑郁症,心理老化
绝经与抑郁症,心理年龄大于生理年龄
厥阴头痛,高血压
军团病,休克
军团菌肺炎,休克
开放性颅脑损伤,周期性嗜睡强食症
开放性颅脑损伤,休克
开放性手外伤,手臂肌肉萎缩
考后综合症,抑郁
考后综合症,失眠
考后综合症,强迫行为
科干综合征,高血压
咳嗽,高血压
咳嗽性哮喘,情绪性哮喘
咳嗽晕厥综合征,意识丧失
克兰费尔特综合征,男子性功能障碍
克雷白杆菌属感染,前列腺肥大
克里米亚-刚果出血热,休克
克罗恩病,厌食
克罗恩病,维生素缺乏
克罗伊茨费尔特-雅各布病,注意力不集中
